startstation_name,total_trips,avg_daily_trips,peak_hour_departure_ratio,weekend_usage_ratio,id,latitude,longitude,nbDocks,early_peak_zero_days_ratio,spatial_density_index,turnover_rate,cuberoot_peak,quantile_early,sqrt_spatial,cuberoot_turnover,orig_weekend,boxcox_trips,quantile_peak,has_early_peak,log_trips,arcsine_early,log_turnover,log_spatial,avg_daily_trips_t,turnover_rate_t,early_zero_t,spatial_density_t,early_normalized,orig_early,scaled_log_trips,scaled_log_turnover,scaled_log_spatial,scaled_early_normalized,scaled_peak_hour_departure_ratio,scaled_weekend_usage_ratio,scaled_avg_daily_trips_t,scaled_turnover_rate_t,scaled_early_normalized,scaled_peak_hour_departure_ratio,scaled_weekend_usage_ratio,scaled_spatial_density_t,cluster
"Bow Church Station, Bow",10015,27.363387978142075,0.5257706535141801,0.2833538840937115,BikePoints_495,51.528169,-0.018703,39.0,0.1717557251908397,3,0.7016253327728738,0.8071088584262242,-0.8818947005451624,1.7320508075688772,0.8885906798226085,0.2833538840937115,0.04296000398313237,0.8337531486146096,1,3.345099157791879,0.4273210360919361,0.5315838724122962,1.3862943611198906,3.345099157791879,0.5315838724122962,0.4273210360919361,1.3862943611198906,-0.8781280840352094,0.1717557251908397,0.11580526212385919,-0.7107991194324316,-0.8884168326373744,-0.9013922599803399,0.871682343691529,0.7049613994367189,0.11580526212385919,-0.7107991194324316,-0.9013922599803399,0.871682343691529,0.7049613994367189,-0.8884168326373744,0
"Bow Road Station, Bow",9443,25.80054644808743,0.4184518333552372,0.2666579051123669,BikePoints_498,51.527058,-0.025296,42.0,0.183206106870229,4,0.6142987249544627,0.747965945285382,-0.11389642540194628,2.0,0.8500801423648496,0.2666579051123669,-0.060468171720453746,0.1952141057934509,1,3.288422277162949,0.4423072580088116,0.4789006363368067,1.6094379124341003,3.288422277162949,0.4789006363368067,0.4423072580088116,1.6094379124341003,-0.11375253952545754,0.183206106870229,0.013415755865890604,-0.8872604929396496,-0.46747220892857283,-0.12285797115076341,-0.8257229309967432,0.4303645984247956,0.013415755865890604,-0.8872604929396496,-0.12285797115076341,-0.8257229309967432,0.4303645984247956,-0.46747220892857283,1
"Braham Street, Aldgate",20083,54.87158469945355,0.5217417932386085,0.1899191572758451,BikePoints_115,51.514233,-0.073537,34.0,0.1717557251908397,8,1.613870138219222,0.8050420065980662,-0.8818947005451624,2.8284271247461903,1.1729770868438014,0.1899191572758451,1.419601262241755,0.816120906801007,1,4.023055927118448,0.4273210360919361,0.9608319346333201,2.1972245773362196,4.023055927118448,0.9608319346333201,0.4273210360919361,2.1972245773362196,-0.8781280840352094,0.1717557251908397,1.3405667187408437,0.7269580928674749,0.6413460160259661,-0.9013922599803399,0.8079599819230242,-0.8317485542759122,1.3405667187408437,0.7269580928674749,-0.9013922599803399,0.8079599819230242,-0.8317485542759122,0.6413460160259661,2
"Bramham Gardens, Earl's Court",17089,46.69125683060109,0.4732249665751882,0.2410104848356906,BikePoints_219,51.490163,-0.190393,29.0,0.1717557251908397,6,1.6100433389862443,0.7792722593038272,-0.8818947005451624,2.449489742783178,1.1720492343298683,0.2410104848356906,1.0734921705680611,0.5151133501259446,1,3.8647480861377703,0.4273210360919361,0.9593668261723135,1.9459101490553132,3.8647480861377703,0.9593668261723135,0.4273210360919361,1.9459101490553132,-0.8781280840352094,0.1717557251908397,1.05457600268681,0.7220507433835553,0.16725901318743908,-0.9013922599803399,0.04059487888090173,0.00854449610837001,1.05457600268681,0.7220507433835553,-0.9013922599803399,0.04059487888090173,0.00854449610837001,0.16725901318743908,0
"Brandon Street, Walworth",8671,23.69125683060109,0.4471815678887118,0.2608317635125344,BikePoints_850,51.489102,-0.091548,22.0,0.1717557251908397,3,1.0768753104818678,0.7647062354142982,-0.8818947005451624,1.7320508075688772,1.0249951411173577,0.2608317635125344,-0.20718372659095385,0.35516372795969775,1,3.2064492065005896,0.4273210360919361,0.7308645096214407,1.3862943611198906,3.2064492065005896,0.7308645096214407,0.4273210360919361,1.3862943611198906,-0.8781280840352094,0.1717557251908397,-0.13467253231143042,-0.04331288329972611,-0.8884168326373744,-0.9013922599803399,-0.37131984619494063,0.33454273333116447,-0.13467253231143042,-0.04331288329972611,-0.9013922599803399,-0.37131984619494063,0.33454273333116447,-0.8884168326373744,0
"Breams Buildings, Holborn",8075,22.062841530054644,0.590198563582594,0.079284607801718,BikePoints_84,51.515937,-0.111778,25.0,0.4503816793893129,14,0.8825136612021858,0.8388147321432354,1.5562554724403217,3.7416573867739413,0.9591955287404793,0.079284607801718,-0.32677111869457204,0.9685138539042816,1,3.1382227305823536,0.7356980402858001,0.6326079376122923,2.70805020110221,3.1382227305823536,0.6326079376122923,0.7356980402858001,2.70805020110221,1.5568889418561798,0.4503816793893129,-0.25792693702585745,-0.37242117171240025,1.6049826468430706,1.5787292747243558,1.8907046757046952,-2.6513419666140545,-0.25792693702585745,-0.37242117171240025,1.5787292747243558,1.8907046757046952,-2.6513419666140545,1.6049826468430706,2
"Brick Lane Market, Shoreditch",9319,25.461748633879782,0.3989123045547246,0.3225016995241332,BikePoints_399,51.522617,-0.071653,24.0,0.1755725190839694,8,1.0609061930783243,0.7361378427498869,-0.5088872830965829,2.8284271247461903,1.0199032950347835,0.3225016995241332,-0.08345898896154644,0.10075566750629722,1,3.27570024243973,0.43235884027381555,0.723145785626632,2.1972245773362196,3.27570024243973,0.723145785626632,0.43235884027381555,2.1972245773362196,-0.5081890708286068,0.1755725190839694,-0.00956721072388046,-0.06916658438777952,0.6413460160259661,-0.5246007618407192,-1.1347693703984514,1.3488209117067387,-0.00956721072388046,-0.06916658438777952,-0.5246007618407192,-1.1347693703984514,1.3488209117067387,0.6413460160259661,0
"Bricklayers Arms, Borough",14508,39.63934426229508,0.5020850708924104,0.2467055879899916,BikePoints_94,51.495061,-0.085814,28.0,0.1870229007633587,6,1.4156908665105388,0.7948022771568533,0.04105204102770928,2.449489742783178,1.1228527579846046,0.2467055879899916,0.7395613818688704,0.707808564231738,1,3.704736667861879,0.4472209212554022,0.881985319282682,1.9459101490553132,3.704736667861879,0.881985319282682,0.4472209212554022,1.9459101490553132,0.04100037427737125,0.1870229007633587,0.7655076924498644,0.46286303953338415,0.16725901318743908,0.034761474627113625,0.4970599539120553,0.10221118731296244,0.7655076924498644,0.46286303953338415,0.034761474627113625,0.4970599539120553,0.10221118731296244,0.16725901318743908,0
"Bridge Avenue, Hammersmith",13826,37.77595628415301,0.4095040950409504,0.2732427324273243,BikePoints_730,51.492084,-0.229116,18.0,0.1679389312977099,2,2.0986642380085008,0.742596246433441,-1.3843645715200903,1.4142135623730951,1.2803075916884026,0.2732427324273243,0.6445161854636633,0.15491183879093198,1,3.6578003711479945,0.42223866263608095,1.130971127665913,1.0986122886681096,3.6578003711479945,1.130971127665913,0.42223866263608095,1.0986122886681096,-1.380945893564284,0.1679389312977099,0.6807150187391109,1.2968356844209106,-1.4311088397456777,-1.4135239059550098,-0.9672445968956687,0.5386644781697092,0.6807150187391109,1.2968356844209106,-1.4135239059550098,-0.9672445968956687,0.5386644781697092,-1.4311088397456777,0
"British Museum, Bloomsbury",14547,39.74590163934426,0.4070766351960534,0.2154461172067704,BikePoints_24,51.51908,-0.124678,35.0,0.1870229007633587,8,1.1355971896955503,0.7411260159507542,0.04105204102770928,2.8284271247461903,1.0432973470331262,0.2154461172067704,0.7449021136333545,0.14105793450881612,1,3.707355261361416,0.4472209212554022,0.7587463217109953,2.1972245773362196,3.707355261361416,0.7587463217109953,0.4472209212554022,2.1972245773362196,0.04100037427737125,0.1870229007633587,0.7702383073413803,0.05007665051978035,0.6413460160259661,0.034761474627113625,-1.0056384511955923,-0.4119096490865903,0.7702383073413803,0.05007665051978035,0.034761474627113625,-1.0056384511955923,-0.4119096490865903,0.6413460160259661,0
"Broadcasting House, Marylebone",11903,32.521857923497265,0.4872396896692527,0.2112086565945283,BikePoints_6,51.518117,-0.144228,18.0,0.2099236641221374,10,1.806769884638737,0.7868903498473983,0.5561831713794523,3.1622776601683795,1.2179635210432178,0.2112086565945283,0.35772264053130937,0.6171284634760705,1,3.5121977013898165,0.475940104056669,1.0320343149094553,2.3978952727983707,3.5121977013898165,1.0320343149094553,0.475940104056669,2.3978952727983707,0.557247279730606,0.2099236641221374,0.41767680455107953,0.9654489441604084,1.019897176896191,0.5605709674665017,0.26225837525487206,-0.48160266498196586,0.41767680455107953,0.9654489441604084,0.5605709674665017,0.26225837525487206,-0.48160266498196586,1.019897176896191,2
"Broadley Terrace, Marylebone",5877,16.057377049180328,0.5065502183406113,0.2098149303389478,BikePoints_759,51.524561,-0.165668,18.0,0.1870229007633587,8,0.8920765027322405,0.7971514412321383,0.04105204102770928,2.8284271247461903,0.9626476760808305,0.2098149303389478,-0.82958738625417,0.7367758186397985,1,2.8365827816603777,0.4472209212554022,0.6376749046601273,2.1972245773362196,2.8365827816603777,0.6376749046601273,0.4472209212554022,2.1972245773362196,0.04100037427737125,0.1870229007633587,-0.8028539883222442,-0.3554494738558828,0.6413460160259661,0.034761474627113625,0.5676828401831877,-0.5045251166510991,-0.8028539883222442,-0.3554494738558828,0.034761474627113625,0.5676828401831877,-0.5045251166510991,0.6413460160259661,2
"Broadwick Street, Soho",15360,41.967213114754095,0.4282260014507939,0.2344644152494559,BikePoints_260,51.513684,-0.13558,18.0,0.1908396946564885,9,2.331511839708561,0.7537448269888635,0.1745147278956481,3.0,1.326007178149428,0.2344644152494559,0.8540444400085916,0.2518891687657431,1,3.760437339150095,0.4520961266468721,1.203426206881335,2.302585092994046,3.760437339150095,1.203426206881335,0.4520961266468721,2.302585092994046,0.17429297469511365,0.1908396946564885,0.8661336296600849,1.539522424043499,0.8401012225114011,0.17052309156768292,-0.6711300603658852,-0.09911793983443867,0.8661336296600849,1.539522424043499,0.17052309156768292,-0.6711300603658852,-0.09911793983443867,0.8401012225114011,0
"Bromley High Street, Bow",5640,15.40983606557377,0.4813817855540601,0.2741139524450426,BikePoints_484,51.528828,-0.013258,24.0,0.1755725190839694,2,0.6420765027322405,0.7837241289309008,-0.5088872830965829,1.4142135623730951,0.8627048884866078,0.2741139524450426,-0.8912109356940436,0.5629722921914357,1,2.7978809151419095,0.43235884027381555,0.49596160113384136,1.0986122886681096,2.7978809151419095,0.49596160113384136,0.43235884027381555,1.0986122886681096,-0.5081890708286068,0.1755725190839694,-0.8727707684998938,-0.8301151559081665,-1.4311088397456777,-0.5246007618407192,0.1696069900735983,0.5529933312492631,-0.8727707684998938,-0.8301151559081665,-0.5246007618407192,0.1696069900735983,0.5529933312492631,-1.4311088397456777,1
"Brook Green South, Brook Green",5997,16.385245901639344,0.4912280701754385,0.2184822521419828,BikePoints_634,51.494347,-0.215804,33.0,0.2480916030534351,4,0.4965226030799801,0.7890315913375404,0.8818947005451622,2.0,0.7918562359578242,0.2184822521419828,-0.7990404744033388,0.6435768261964735,1,2.855621909831426,0.5213923306884369,0.4031441521591189,1.6094379124341003,2.855621909831426,0.4031441521591189,0.5213923306884369,1.6094379124341003,0.8804485744542174,0.2480916030534351,-0.7684588890968862,-1.1410052179394115,-0.46747220892857283,0.8897590111497007,0.32534048982375435,-0.3619746951925163,-0.7684588890968862,-1.1410052179394115,0.8897590111497007,0.32534048982375435,-0.3619746951925163,-0.46747220892857283,1
"Broomhouse Lane, Parsons Green",3872,10.579234972677597,0.4487421383647799,0.2880503144654088,BikePoints_656,51.468418,-0.199135,29.0,0.1984732824427481,4,0.3648012059543999,0.7655947577589559,0.35623782334982157,2.0,0.714527182441867,0.2880503144654088,-1.419617855156836,0.36649874055415615,1,2.449213405426878,0.46173646805922897,0.31100878136743115,1.6094379124341003,2.449213405426878,0.31100878136743115,0.46173646805922897,1.6094379124341003,0.35409132883555017,0.1984732824427481,-1.5026553664481996,-1.4496106736711278,-0.46747220892857283,0.3536519014555394,-0.346637124621244,0.7822030369402336,-1.5026553664481996,-1.4496106736711278,0.3536519014555394,-0.346637124621244,0.7822030369402336,-0.46747220892857283,1
"Brunswick Square, Bloomsbury",13099,35.7896174863388,0.4169608025264722,0.2384358164592235,BikePoints_11,51.523951,-0.122502,24.0,0.2213740458015267,8,1.4912340619307831,0.747076501998144,0.7004806199061291,2.8284271247461903,1.1424799970145914,0.2384358164592235,0.539552248946858,0.1889168765743073,1,3.605215671844333,0.4898619002971365,0.9127781949050481,2.1972245773362196,3.605215671844333,0.9127781949050481,0.4898619002971365,2.1972245773362196,0.6994405887586332,0.2213740458015267,0.5857182345357576,0.5660031184528654,0.6413460160259661,0.7053981633594063,-0.8493057805819346,-0.03380077161354075,0.5857182345357576,0.5660031184528654,0.7053981633594063,-0.8493057805819346,-0.03380077161354075,0.6413460160259661,0
"Brushfield Street, Liverpool Street",32589,89.04098360655738,0.4763581298504638,0.2229036532273329,BikePoints_251,51.518908,-0.079249,34.0,0.1793893129770992,11,2.6188524590163933,0.7809882989948956,-0.27820314186219997,3.3166247903554,1.3783843829954707,0.2229036532273329,2.566588198121145,0.5365239294710328,1,4.500264940085454,0.4373537260007616,1.286156975310758,2.4849066497880004,4.500264940085454,1.286156975310758,0.4373537260007616,2.4849066497880004,-0.27784404929639184,0.1793893129770992,2.2026677143733373,1.8166273651189684,1.184038023134269,-0.2899889943501274,0.09015047278359127,-0.28925643198768264,2.2026677143733373,1.8166273651189684,-0.2899889943501274,0.09015047278359127,-0.28925643198768264,1.184038023134269,0
"Bruton Street, Mayfair",6699,18.30327868852459,0.59367602299628,0.1591139668583023,BikePoints_44,51.510736,-0.144165,21.0,0.8396946564885496,12,0.8715846994535519,0.8404589437422663,2.573225050346462,3.4641016151377544,0.9552195430872166,0.1591139668583023,-0.6283400724172952,0.9697732997481108,1,2.9602749617172615,1.1588631950410502,0.626785504860859,2.5649493574615367,2.9602749617172615,0.626785504860859,1.1588631950410502,2.5649493574615367,2.532638777694279,0.8396946564885496,-0.579398125835494,-0.39192328580043984,1.3350329645691945,2.5725532006415714,1.9457058203553992,-1.3383978949747815,-0.579398125835494,-0.39192328580043984,2.5725532006415714,1.9457058203553992,-1.3383978949747815,1.3350329645691945,2
"Buckingham Gate, Westminster",11993,32.76775956284153,0.4303339714954265,0.261327377153797,BikePoints_646,51.498865,-0.137424,16.0,0.2137404580152671,8,2.047984972677596,0.7549795889372162,0.6161684101209807,2.8284271247461903,1.2699177355269375,0.261327377153797,0.3718348836937211,0.2632241813602015,1,3.519506488188369,0.4806106475397544,1.1144807075883603,2.1972245773362196,3.519506488188369,1.1144807075883603,0.4806106475397544,2.1972245773362196,0.6152876382028224,0.2137404580152671,0.4308804788419787,1.241601374736017,0.6413460160259661,0.6196864239082197,-0.6377894080241527,0.3426940325500152,0.4308804788419787,1.241601374736017,0.6196864239082197,-0.6377894080241527,0.3426940325500152,0.6413460160259661,0
"Bunhill Row, Moorgate",16859,46.06284153005465,0.520005695571693,0.1571977787270397,BikePoints_331,51.520858,-0.089887,30.0,0.1946564885496183,11,1.5354280510018217,0.8041480876470689,0.2749231060335918,3.3166247903554,1.1536564278423656,0.1571977787270397,1.0452148272341957,0.8073047858942065,1,3.851483762480493,0.45693421625234326,0.9303624791994823,2.4849066497880004,3.851483762480493,0.9303624791994823,0.45693421625234326,2.4849066497880004,0.27293177522326845,0.1946564885496183,1.030613365099072,0.6249013029586744,1.184038023134269,0.27098900648577817,0.7805010391874257,-1.3699132156139404,1.030613365099072,0.6249013029586744,0.27098900648577817,0.7805010391874257,-1.3699132156139404,1.184038023134269,2
"Burdett Road, Mile End",9012,24.62295081967213,0.435683629675046,0.2696505211526671,BikePoints_460,51.516196,-0.029138,33.0,0.3015267175572519,4,0.7461500248385494,0.7580952009201364,1.1767514886051682,2.0,0.9070029910748513,0.2696505211526671,-0.14130636833279472,0.29345088161209065,1,3.2434884662481656,0.5813043195745927,0.5574133786049738,1.6094379124341003,3.2434884662481656,0.5574133786049738,0.5813043195745927,1.6094379124341003,1.1743582206657905,0.3015267175572519,-0.06775933109726251,-0.6242837403611446,-0.46747220892857283,1.189112828833961,-0.5531766812124271,0.47958380217688446,-0.06775933109726251,-0.6242837403611446,1.189112828833961,-0.5531766812124271,0.47958380217688446,-0.46747220892857283,1
"Burgess Park Albany Road, Walworth",14194,38.78142076502732,0.4726982153955429,0.3073781408150581,BikePoints_846,51.48224,-0.094284,30.0,0.1717557251908397,0,1.2927140255009106,0.7789830135193175,-0.8818947005451624,0.0,1.089350123369181,0.3073781408150581,0.6961949456591257,0.508816120906801,1,3.6833999883493105,0.4273210360919361,0.8297362797879286,0.0,3.6833999883493105,0.8297362797879286,0.4273210360919361,0.0,-0.8781280840352094,0.1717557251908397,0.7269619564066337,0.28785599819549323,-3.503563695517321,-0.9013922599803399,0.03226353280894549,1.1000855218222458,0.7269619564066337,0.28785599819549323,-0.9013922599803399,0.03226353280894549,1.1000855218222458,-3.503563695517321,0
"Bury Place, Holborn",8664,23.672131147540984,0.4821556542926759,0.1618174000286656,BikePoints_562,51.51742,-0.123189,21.0,0.2671755725190839,11,1.1272443403590944,0.784143875383413,1.012951927330771,3.3166247903554,1.040733069312877,0.1618174000286656,-0.20855469882381897,0.5743073047858942,1,3.205674313009665,0.5432143311144294,0.7548274052006102,2.4849066497880004,3.205674313009665,0.7548274052006102,0.5432143311144294,2.4849066497880004,1.0111394617842209,0.2671755725190839,-0.136072414610136,0.036950323407076574,1.184038023134269,1.0228707227354348,0.18184686446745915,-1.2939348478446457,-0.136072414610136,0.036950323407076574,1.0228707227354348,0.18184686446745915,-1.2939348478446457,1.184038023134269,2
"Butler Place, Westminster",8394,22.9344262295082,0.5328134196586227,0.1478811065332548,BikePoints_359,51.497829,-0.13544,18.0,0.1946564885496183,9,1.2741347905282334,0.8106966620683205,0.2749231060335918,3.0,1.084106108393359,0.1478811065332548,-0.26203112002907675,0.8627204030226701,1,3.175317850529071,0.45693421625234326,0.8215996682102974,2.302585092994046,3.175317850529071,0.8215996682102974,0.45693421625234326,2.302585092994046,0.27293177522326845,0.1946564885496183,-0.19091282167975265,0.260602591578136,0.8401012225114011,0.27098900648577817,0.9830740677551,-1.523143426513741,-0.19091282167975265,0.260602591578136,0.27098900648577817,0.9830740677551,-1.523143426513741,0.8401012225114011,2
"Buxton Street 1, Shoreditch",4738,12.94535519125683,0.4698108318217154,0.2935993780772221,BikePoints_390,51.521776,-0.068856,41.0,0.2061068702290076,9,0.3157403705184592,0.7773936851819377,0.49635019858128565,3.0,0.6809418684874331,0.2935993780772221,-1.1436431915018965,0.491183879093199,1,2.6351464916232596,0.471238275523754,0.2743995265994402,2.302585092994046,2.6351464916232596,0.2743995265994402,0.471238275523754,2.302585092994046,0.4956720835795967,0.2061068702290076,-1.1667583184559287,-1.572232590255346,0.8401012225114011,0.497855196548276,-0.01340469295988468,0.8734678329799377,-1.1667583184559287,-1.572232590255346,0.497855196548276,-0.01340469295988468,0.8734678329799377,0.8401012225114011,1
"Cadogan Close, Victoria Park",9056,24.743169398907103,0.4033126293995859,0.3516908212560386,BikePoints_692,51.542118,-0.028941,22.0,0.183206106870229,0,1.124689518132141,0.7388346824322325,-0.11389642540194628,0.0,1.0399462244544662,0.3516908212560386,-0.13293256433578118,0.12090680100755667,1,3.24816932585862,0.4423072580088116,0.7536256825871172,0.0,3.24816932585862,0.7536256825871172,0.4423072580088116,0.0,-0.11375253952545754,0.183206106870229,-0.059303133454432874,0.03292517919141352,-3.503563695517321,-0.12285797115076341,-1.0651717491149955,1.8288909609613977,-0.059303133454432874,0.03292517919141352,-0.12285797115076341,-1.0651717491149955,1.8288909609613977,-3.503563695517321,0
"Cadogan Gardens, Chelsea",14617,39.93715846994535,0.4349586637421967,0.283701704066138,BikePoints_395,51.492462,-0.159919,15.0,0.1984732824427481,9,2.66247723132969,0.7576744840854747,0.35623782334982157,3.0,1.3859959700180118,0.283701704066138,0.7544632141843559,0.2884130982367758,1,3.7120381706417778,0.46173646805922897,1.2981397576220708,2.302585092994046,3.7120381706417778,1.2981397576220708,0.46173646805922897,2.302585092994046,0.35409132883555017,0.1984732824427481,0.7786982078113152,1.8567634384243819,0.8401012225114011,0.3536519014555394,-0.5646430856749914,0.7106819535811084,0.7786982078113152,1.8567634384243819,0.3536519014555394,-0.5646430856749914,0.7106819535811084,0.8401012225114011,0
"Cadogan Place, Knightsbridge",7011,19.15573770491803,0.4699029126213592,0.2109443954104148,BikePoints_211,51.494645,-0.158105,34.0,0.2404580152671755,5,0.563404050144648,0.7774444704137661,0.8452256089486583,2.23606797749979,0.8259238137068224,0.2109443954104148,-0.5564420746977414,0.4924433249370277,1,3.003488997482936,0.5125087264777191,0.4468655274011263,1.791759469228055,3.003488997482936,0.4468655274011263,0.5125087264777191,1.791759469228055,0.8438698488663968,0.2404580152671755,-0.5013298952560725,-0.9945614057982186,-0.12353540830570439,0.8525027274860587,-0.011948299432809003,-0.4859489375707297,-0.5013298952560725,-0.9945614057982186,0.8525027274860587,-0.011948299432809003,-0.4859489375707297,-0.12353540830570439,1
"Caldwell Street, Stockwell",11577,31.631147540983605,0.5352370689655173,0.2394396551724138,BikePoints_603,51.477839,-0.116493,44.0,0.1755725190839694,2,0.7188897168405365,0.8119240289875751,-0.5088872830965829,1.4142135623730951,0.8958200059793501,0.2394396551724138,0.3059773982954715,0.8740554156171284,1,3.4852672782670604,0.43235884027381555,0.541678568927038,1.0986122886681096,3.4852672782670604,0.541678568927038,0.43235884027381555,1.0986122886681096,-0.5081890708286068,0.1755725190839694,0.3690257020863876,-0.6769871491582931,-1.4311088397456777,-0.5246007618407192,1.021407652781701,-0.01729075446018971,0.3690257020863876,-0.6769871491582931,-0.5246007618407192,1.021407652781701,-0.01729075446018971,-1.4311088397456777,0
"Calshot Street , King's Cross",4781,13.062841530054644,0.4919416730621642,0.2269122537733435,BikePoints_70,51.53136,-0.117069,24.0,0.1870229007633587,11,0.5442850637522768,0.789413479661088,0.04105204102770928,3.3166247903554,0.8164735851803113,0.2269122537733435,-1.1308858249231124,0.6486146095717884,1,2.643535966251388,0.4472209212554022,0.4345610613437202,2.4849066497880004,2.643535966251388,0.4345610613437202,0.4472209212554022,2.4849066497880004,0.04100037427737125,0.1870229007633587,-1.151602329710504,-1.0357749519374806,1.184038023134269,0.034761474627113625,0.3366271709684687,-0.22332745066235313,-1.151602329710504,-1.0357749519374806,0.034761474627113625,0.3366271709684687,-0.22332745066235313,1.184038023134269,1
"Camley Street, Camden Town",2748,7.508196721311475,0.4636184857423795,0.2271386430678466,BikePoints_425,51.53792,-0.130529,18.0,0.6297709923664122,3,0.4171220400728597,0.773963086808413,1.978618793715547,1.7320508075688772,0.7471727870350002,0.2271386430678466,-1.8509499878386761,0.45088161209068006,1,2.1410300189925775,0.9166721159530539,0.3486280826688609,1.3862943611198906,2.1410300189925775,0.3486280826688609,0.9166721159530539,1.3862943611198906,1.9680993835878426,0.6297709923664122,-2.05940345180084,-1.3236056278056818,-0.8884168326373744,1.9975566837281138,-0.11134577060305056,-0.21960405258408805,-2.05940345180084,-1.3236056278056818,1.9975566837281138,-0.11134577060305056,-0.21960405258408805,-0.8884168326373744,1
"Campden Hill Road, Notting Hill",5070,13.852459016393444,0.4083922908026348,0.2722615272017565,BikePoints_212,51.506584,-0.199004,17.0,0.232824427480916,5,0.814850530376085,0.7419235873308693,0.8009271808115871,2.23606797749979,0.934026756801902,0.2722615272017565,-1.0471431988921758,0.1473551637279597,1,2.6981654418696683,0.5035282016134109,0.5960031119157977,1.791759469228055,2.6981654418696683,0.5960031119157977,0.5035282016134109,1.791759469228055,0.7975059774348124,0.232824427480916,-1.052911558912643,-0.4950282532162812,-0.12353540830570439,0.8052800449556733,-0.98482941916396,0.522526711323084,-1.052911558912643,-0.4950282532162812,0.8052800449556733,-0.98482941916396,0.522526711323084,-0.12353540830570439,1
"Canada Water Station, Rotherhithe",14485,39.57650273224044,0.500308451573103,0.2966422843042214,BikePoints_844,51.498439,-0.04915,35.0,0.1755725190839694,1,1.1307572209211554,0.7938637045507831,-0.5088872830965829,1.0,1.0418130421417113,0.2966422843042214,0.7364070554760487,0.7027707808564232,1,3.703189148629579,0.43235884027381555,0.7564774193250781,0.6931471805599453,3.703189148629579,0.7564774193250781,0.43235884027381555,0.6931471805599453,-0.5081890708286068,0.1755725190839694,0.762712024650902,0.042477010459722714,-2.195990264077347,-0.5246007618407192,0.4689601015353782,0.923514153512978,0.762712024650902,0.042477010459722714,-0.5246007618407192,0.4689601015353782,0.923514153512978,-2.195990264077347,0
"Canton Street, Poplar",5676,15.508196721311476,0.4592660973921071,0.2764828063697207,BikePoints_487,51.511811,-0.025626,23.0,0.1908396946564885,3,0.6742694226657163,0.7715335140489479,0.1745147278956481,1.7320508075688772,0.8768887300191343,0.2764828063697207,-0.8817362836381565,0.42191435768261965,1,2.8038570285452513,0.4520961266468721,0.5153769045564518,1.3862943611198906,2.8038570285452513,0.5153769045564518,0.4520961266468721,1.3862943611198906,0.17429297469511365,0.1908396946564885,-0.8619746326871993,-0.7650840119574787,-0.8884168326373744,0.17052309156768292,-0.18018520559034018,0.5919535929091496,-0.8619746326871993,-0.7650840119574787,0.17052309156768292,-0.18018520559034018,0.5919535929091496,-0.8884168326373744,1
"Cantrell Road, Bow",2689,7.346994535519125,0.5204310731926358,0.2537045352492142,BikePoints_468,51.521564,-0.022694,24.0,0.2137404580152671,2,0.3061247723132969,0.804367298944615,0.6161684101209807,1.4142135623730951,0.6739579879078715,0.2537045352492142,-1.8767527221658262,0.8110831234256927,1,2.1219015382043294,0.4806106475397544,0.2670645640498311,1.0986122886681096,2.1219015382043294,0.2670645640498311,0.4806106475397544,1.0986122886681096,0.6152876382028224,0.2137404580152671,-2.0939599708195322,-1.5968008905828617,-1.4311088397456777,0.6196864239082197,0.7872290130549486,0.21732204903488622,-2.0939599708195322,-1.5968008905828617,0.6196864239082197,0.7872290130549486,0.21732204903488622,-1.4311088397456777,1
"Carey Street, Holborn",7160,19.562841530054644,0.502710945442223,0.1382582175533717,BikePoints_232,51.51501,-0.112753,16.0,0.6068702290076335,12,1.2226775956284153,0.7951323938321638,1.9461453731942477,3.4641016151377544,1.0693108776778575,0.1382582175533717,-0.5228866249771262,0.7141057934508815,1,3.0234856377520165,0.8930993182016385,0.7987125932577263,2.5649493574615367,3.0234856377520165,0.7987125932577263,0.8930993182016385,2.5649493574615367,1.9363063733626873,0.6068702290076335,-0.46520500444963914,0.1839428230721478,1.3350329645691945,1.965174762585846,0.506959082141117,-1.6814099488495275,-0.46520500444963914,0.1839428230721478,1.965174762585846,0.506959082141117,-1.6814099488495275,1.3350329645691945,2
"Carnegie Street, King's Cross",6347,17.34153005464481,0.5035128805620609,0.2197501951600312,BikePoints_674,51.535467,-0.116191,40.0,0.1755725190839694,5,0.4335382513661202,0.7955549732064592,-0.5088872830965829,2.23606797749979,0.7568488241365161,0.2197501951600312,-0.7122976094177305,0.7241813602015114,1,2.9091678905373852,0.43235884027381555,0.36014568988211865,1.791759469228055,2.9091678905373852,0.36014568988211865,0.43235884027381555,1.791759469228055,-0.5081890708286068,0.1755725190839694,-0.6717255038833143,-1.2850276485514107,-0.12353540830570439,-0.5246007618407192,0.5196428677097126,-0.34112098562504944,-0.6717255038833143,-1.2850276485514107,-0.5246007618407192,0.5196428677097126,-0.34112098562504944,-0.12353540830570439,1
