startstation_name,total_trips,avg_daily_trips,peak_hour_departure_ratio,weekend_usage_ratio,id,latitude,longitude,nbDocks,early_peak_zero_days_ratio,spatial_density_index,turnover_rate
"Cleaver Street, Kennington",5875,16.05191256830601,0.5598398651495997,0.1879477454698693,BikePoints_412,51.488105,-0.110121,17.0,0.1870229007633587,6,0.9442301510768242
"Clements Road, Bermondsey",4173,11.401639344262296,0.4550545240200412,0.2752726201002063,BikePoints_687,51.4954,-0.061698,23.0,0.232824427480916,2,0.4957234497505346
"Clerkenwell Green, Clerkenwell",14833,40.52732240437158,0.5139521404322266,0.1887886064419972,BikePoints_135,51.52326,-0.104708,21.0,0.1755725190839694,7,1.9298724954462656
"Cleveland Gardens, Bayswater",7851,21.450819672131143,0.4793086255609107,0.2429782283529998,BikePoints_164,51.515607,-0.183118,16.0,0.1755725190839694,7,1.3406762295081964
"Cleveland Way, Stepney",18948,51.77049180327869,0.4193063810332441,0.2459669518646724,BikePoints_503,51.520893,-0.051394,36.0,0.1641221374045801,3,1.4380692167577414
"Clifford Street, Mayfair",6303,17.221311475409838,0.5986166007905138,0.1610671936758893,BikePoints_391,51.510662,-0.142345,17.0,0.5992366412213741,10,1.0130183220829316
"Clifton Road, Maida Vale",11228,30.6775956284153,0.5075,0.2660869565217391,BikePoints_255,51.525575,-0.179592,22.0,0.1755725190839694,4,1.3944361649279682
"Clifton Street, Shoreditch",5887,16.084699453551913,0.5049187339606501,0.0784858853721129,BikePoints_323,51.523196,-0.083067,24.0,0.3740458015267175,10,0.670195810564663
"Clinton Road, Mile End",6764,18.48087431693989,0.3831466862493115,0.3194418946208922,BikePoints_522,51.525941,-0.036017,36.0,0.2404580152671755,3,0.513357619914997
"Cloudesley Road, Angel",8758,23.92896174863388,0.5750034950370474,0.2084440095065007,BikePoints_93,51.534408,-0.109025,37.0,0.1793893129770992,5,0.6467286959090238
"Colet Gardens, Hammersmith",1591,4.3469945355191255,0.4415292353823088,0.2458770614692653,BikePoints_608,51.491093,-0.216493,30.0,0.3244274809160305,4,0.1448998178506375
"Collingham Gardens, Earl's Court",10358,28.30054644808743,0.4419230319335595,0.2493858930869107,BikePoints_171,51.491615,-0.186753,14.0,0.1755725190839694,7,2.0214676034348167
"Colombo Street, Southwark",2340,6.39344262295082,0.3796143250688705,0.1658402203856749,BikePoints_240,51.505459,-0.105692,14.0,0.5763358778625954,8,0.4566744730679157
"Columbia Road, Shoreditch",13377,36.54918032786885,0.4966277798031352,0.2493620123951877,BikePoints_401,51.528187,-0.075375,24.0,0.1641221374045801,8,1.522882513661202
"Commercial Street, Shoreditch",7391,20.193989071038253,0.3835082966474771,0.2786996274974602,BikePoints_40,51.52127,-0.075578,16.0,0.2290076335877862,10,1.2621243169398908
"Coomer Place, West Kensington",12956,35.39890710382514,0.3654223968565815,0.2528767892225652,BikePoints_852,51.48357,-0.202038,27.0,0.1755725190839694,3,1.311070633475005
"Copper Box Arena, Queen Elizabeth Olympic Park",8604,23.508196721311474,0.3942721472028491,0.4079240243359548,BikePoints_788,51.544909,-0.020542,31.0,0.2022900763358778,3,0.7583289264939185
"Coram Street, Bloomsbury",9143,24.98087431693989,0.418634999347514,0.2171473313323763,BikePoints_796,51.524,-0.126409,29.0,0.183206106870229,9,0.8614094592048238
"Cotton Garden Estate, Kennington",6659,18.193989071038253,0.4983707458363505,0.2257422157856625,BikePoints_62,51.490757,-0.106323,24.0,0.1717557251908397,6,0.7580828779599272
"Courland Grove, Wandsworth Road",9893,27.030054644808743,0.4996219758064516,0.2648689516129032,BikePoints_624,51.472918,-0.132102,40.0,0.1755725190839694,3,0.6757513661202186
"Crabtree Lane, Fulham",7463,20.39071038251366,0.479646017699115,0.2379726468222043,BikePoints_655,51.482944,-0.219346,27.0,0.1755725190839694,5,0.7552114956486541
"Cranmer Road, Stockwell",14820,40.49180327868852,0.532692623624117,0.2121734844751109,BikePoints_827,51.479601,-0.111471,24.0,0.1717557251908397,2,1.687158469945355
"Craven Street, Strand",25904,70.77595628415301,0.4466423986971932,0.2383370054602931,BikePoints_341,51.508103,-0.126021,23.0,0.1755725190839694,9,3.077215490615348
"Crawford Street, Marylebone",13964,38.15300546448088,0.4374719856566562,0.2270730614074406,BikePoints_43,51.52026,-0.157183,18.0,0.1717557251908397,11,2.119611414693382
"Crimscott Street, Bermondsey",10577,28.89890710382513,0.5519081313072729,0.2590186753276882,BikePoints_849,51.495598,-0.078893,19.0,0.1679389312977099,2,1.5209951107276385
"Crinan Street, King's Cross",4549,12.42896174863388,0.493780734741105,0.1822389354932022,BikePoints_431,51.534474,-0.122203,20.0,0.2557251908396946,9,0.621448087431694
"Crisp Road, Hammersmith",11722,32.02732240437158,0.4224346182123726,0.3111017750236319,BikePoints_682,51.488108,-0.226606,46.0,0.2137404580152671,3,0.6962461392254692
"Cromer Street, Bloomsbury",7314,19.983606557377048,0.420759493670886,0.2513080168776371,BikePoints_793,51.528279,-0.119558,28.0,0.1870229007633587,10,0.7137002341920374
"Crosswall, Tower",23525,64.27595628415301,0.5628323242958674,0.1226112134772308,BikePoints_104,51.511594,-0.077121,34.0,0.1679389312977099,6,1.8904693024750885
"Culvert Road, Battersea",4468,12.207650273224044,0.5437534397358282,0.2275729223995597,BikePoints_750,51.471095,-0.15785,27.0,0.1908396946564885,5,0.4521351953045942
"Curlew Street, Shad Thames",17235,47.09016393442623,0.5189909499037982,0.2362288890472458,BikePoints_298,51.502279,-0.074189,21.0,0.1717557251908397,4,2.2423887587822016
"Curzon Street, Mayfair",7912,21.61748633879781,0.4354066985645933,0.2256521068066059,BikePoints_49,51.507069,-0.145904,16.0,0.4389312977099237,9,1.3510928961748632
"Danvers Street, West Chelsea",7028,19.202185792349727,0.4715689715689716,0.2634257634257634,BikePoints_610,51.482567,-0.172078,21.0,0.2061068702290076,3,0.9143897996357012
"De Vere Gardens, Kensington",11636,31.79234972677596,0.3505317468674318,0.2878803832789302,BikePoints_36,51.501737,-0.18498,28.0,0.1946564885496183,8,1.13544106167057
"Denyer Street, Knightsbridge",7109,19.42349726775956,0.493542276562769,0.2305837781987256,BikePoints_209,51.493583,-0.165101,30.0,0.1755725190839694,8,0.6474499089253187
"Derry Street, Kensington",22798,62.2896174863388,0.3881561092113119,0.2618466047874939,BikePoints_133,51.501364,-0.191462,18.0,0.1679389312977099,8,3.4605343047966
"Devons Road, Bow",6327,17.28688524590164,0.4438169425511197,0.2771178188899708,BikePoints_496,51.52512,-0.015578,39.0,0.1908396946564885,2,0.4432534678436318
"Devonshire Terrace, Bayswater",15395,42.06284153005465,0.4886776859504132,0.2770247933884298,BikePoints_397,51.51348,-0.17977,16.0,0.1641221374045801,6,2.6289275956284155
"Dickens Square, Borough",6638,18.136612021857925,0.486160133754412,0.2136355192271967,BikePoints_317,51.496791,-0.093913,32.0,0.1793893129770992,6,0.5667691256830601
"Disraeli Road, Putney",6259,17.101092896174862,0.4918032786885246,0.2567622950819672,BikePoints_708,51.46161,-0.216145,33.0,0.2671755725190839,6,0.5182149362477231
"Dock Street, Wapping",13562,37.05464480874317,0.4781966001478197,0.2295824094604582,BikePoints_237,51.509786,-0.068161,30.0,0.1755725190839694,4,1.2351548269581056
"Doddington Grove, Kennington",10375,28.346994535519126,0.5492455744326957,0.234525365332066,BikePoints_580,51.486929,-0.102996,36.0,0.1717557251908397,2,0.7874165148755313
"Doric Way , Somers Town",14066,38.43169398907104,0.5623108189916112,0.1627605292744097,BikePoints_25,51.528833,-0.13225,50.0,0.183206106870229,7,0.7686338797814208
"Dorothy Road, Clapham Junction",7945,21.707650273224044,0.4341560631611222,0.2960294343093668,BikePoints_683,51.465064,-0.16375,28.0,0.1870229007633587,4,0.7752732240437158
"Dorset Square, Marylebone",16080,43.9344262295082,0.4682721712538226,0.2112385321100917,BikePoints_201,51.522596,-0.161113,16.0,0.1793893129770992,9,2.7459016393442623
"Drayton Gardens, West Chelsea",20419,55.7896174863388,0.4384391380314502,0.242632498543972,BikePoints_589,51.487196,-0.179369,18.0,0.1641221374045801,4,3.099423193685489
"Driffield Road, Old Ford",9491,25.93169398907104,0.5030116450274394,0.3201713291393387,BikePoints_521,51.534137,-0.037366,19.0,0.1755725190839694,2,1.3648259994247915
"Drummond Street , Euston",7604,20.775956284153004,0.6355095541401274,0.1281847133757961,BikePoints_20,51.527326,-0.136052,28.0,0.1870229007633587,8,0.7419984387197501
"Drury Lane, Covent Garden",19014,51.950819672131146,0.386516999740462,0.245198546587075,BikePoints_18,51.51477,-0.122219,27.0,0.1984732824427481,13,1.9241044323011536
"Duke Street Hill, London Bridge",34008,92.91803278688523,0.4727100488231436,0.2257523865044086,BikePoints_732,51.506304,-0.087262,21.0,0.1717557251908397,4,4.424668227946916
"Dunston Road , Haggerston",15622,42.68306010928962,0.4833656455990694,0.2721985265606824,BikePoints_717,51.536585,-0.075885,43.0,0.1755725190839694,7,0.9926293048672004
"Durant Street, Bethnal Green",10653,29.10655737704918,0.5024486940298507,0.2586287313432835,BikePoints_702,51.528681,-0.06555,24.0,0.1717557251908397,5,1.212773224043716
"Eagle Wharf Road, Hoxton",23082,63.0655737704918,0.5289421157684631,0.2243407921000105,BikePoints_574,51.53356,-0.09315,45.0,0.1679389312977099,5,1.4014571948998178
"East Ferry Road, Cubitt Town",3104,8.480874316939891,0.326720135078092,0.3566905867454622,BikePoints_455,51.49447,-0.014409,17.0,0.5877862595419847,5,0.4988749598199936
"East India DLR, Blackwall",5407,14.773224043715848,0.4689238210399032,0.3378476420798065,BikePoints_547,51.509474,-0.002275,51.0,0.2137404580152671,1,0.2896710596807029
"East Road, Hoxton",10096,27.58469945355192,0.4981749676203932,0.1801483574708583,BikePoints_50,51.528673,-0.087459,27.0,0.1793893129770992,9,1.0216555353167378
"East Village, Queen Elizabeth Olympic Park",11163,30.5,0.4171338865216416,0.3497420946400538,BikePoints_784,51.546326,-0.009935,34.0,0.1755725190839694,1,0.8970588235294118
"Eastbourne Mews, Paddington",16772,45.82513661202186,0.595808200816426,0.1607262535794796,BikePoints_330,51.516417,-0.179135,34.0,0.1984732824427481,7,1.3477981356477018
"Eaton Square (South), Belgravia",6449,17.620218579234972,0.4029765311963366,0.2503339057431787,BikePoints_423,51.494561,-0.153933,31.0,0.2519083969465648,6,0.5683941477172572
"Eaton Square, Belgravia",6,0.0163934426229508,0.0,0.0,BikePoints_124,51.496544,-0.150905,18.0,1.0,3,0.0009107468123861
"Ebury Bridge, Pimlico",9133,24.953551912568305,0.4734100877192982,0.2010690789473684,BikePoints_424,51.490491,-0.149186,29.0,0.183206106870229,4,0.8604673073299416
"Eccleston Place, Victoria",19686,53.78688524590164,0.5110414052697616,0.1672521957340025,BikePoints_167,51.49395,-0.147624,19.0,0.2061068702290076,7,2.8308886971527176
"Edgware Road Station, Marylebone",12241,33.44535519125683,0.4405480012268684,0.2372967999182087,BikePoints_410,51.519968,-0.169774,64.0,0.1717557251908397,9,0.522583674863388
"Eel Brook Common, Walham Green",6501,17.762295081967213,0.4791274915381722,0.2764197066566378,BikePoints_618,51.476259,-0.193254,24.0,0.1984732824427481,6,0.7400956284153005
"Elgin Avenue, Maida Hill",8616,23.540983606557376,0.5043465448651835,0.2722852512155591,BikePoints_760,51.524309,-0.201234,18.0,0.1679389312977099,1,1.3078324225865208
"Elizabeth Bridge, Victoria",12316,33.650273224043715,0.4474762618690655,0.2500749625187406,BikePoints_288,51.492369,-0.147478,34.0,0.1717557251908397,6,0.989713918354227
"Elysium Place, Fulham",4331,11.833333333333334,0.5310671496238507,0.2332125940373363,BikePoints_617,51.471079,-0.207842,21.0,0.2022900763358778,4,0.5634920634920635
"Embankment (Savoy), Strand",8467,23.133879781420767,0.3971872686898594,0.2716506291635825,BikePoints_309,51.509631,-0.119047,41.0,0.5687022900763359,13,0.5642409702785552
"Emperor's Gate, South Kensington",11491,31.396174863387976,0.4073955327562253,0.2560649780912685,BikePoints_128,51.495362,-0.185296,22.0,0.1641221374045801,8,1.4270988574267265
"Empire Square, The Borough",13894,37.96174863387978,0.4725984949092519,0.2022133687472332,BikePoints_269,51.500823,-0.08974,46.0,0.1717557251908397,7,0.825255405084343
"Endsleigh Gardens, Euston",15480,42.29508196721312,0.5436189889025894,0.1139796547472256,BikePoints_214,51.526838,-0.130504,32.0,0.1908396946564885,11,1.32172131147541
"Erin Close, Walham Green",9524,26.02185792349727,0.3987649454736565,0.2554197871501774,BikePoints_691,51.479463,-0.195777,24.0,0.2251908396946564,2,1.0842440801457196
"Esmond Street, Putney",2162,5.907103825136612,0.5308498253783469,0.2374854481955762,BikePoints_678,51.462312,-0.211468,30.0,0.232824427480916,7,0.196903460837887
"Ethelburga Estate, Battersea Park",20696,56.54644808743169,0.4893656257683796,0.2593434964347185,BikePoints_658,51.477292,-0.164786,30.0,0.1717557251908397,5,1.8848816029143896
"Euston Road, Euston",5618,15.349726775956285,0.5022665457842248,0.1627379873073436,BikePoints_69,51.526236,-0.134407,24.0,0.3893129770992366,8,0.6395719489981785
"Euston Square Gardens, Euston",8464,23.12568306010929,0.5019070490182229,0.1846305975420257,BikePoints_795,51.527068,-0.131861,30.0,0.2175572519083969,10,0.770856102003643
"Everington Street, Fulham",6830,18.661202185792348,0.4627697841726618,0.2419064748201438,BikePoints_711,51.483356,-0.216305,31.0,0.1870229007633587,4,0.6019742640578177
"Eversholt Street , Camden Town",8260,22.56830601092896,0.4464897260273973,0.2561358447488584,BikePoints_131,51.533005,-0.136792,16.0,0.1717557251908397,2,1.41051912568306
"Evesham Street, Avondale",2828,7.726775956284153,0.5295395308427454,0.1863596872284969,BikePoints_652,51.511486,-0.21819,29.0,0.4122137404580153,7,0.2664405502166949
"Exhibition Road Museums 1, South Kensington",10412,28.44808743169399,0.4354993983152828,0.3102286401925391,BikePoints_432,51.496468,-0.173796,13.0,0.5152671755725191,8,2.1883144178226144
"Exhibition Road Museums 2, South Kensington",9128,24.93989071038252,0.4256125626099905,0.2879382699336673,BikePoints_482,51.495947,-0.173689,14.0,0.4694656488549618,8,1.7814207650273228
"Exhibition Road, Knightsbridge",29898,81.68852459016394,0.404647983595352,0.2482409231635237,BikePoints_428,51.499917,-0.174554,20.0,0.1908396946564885,8,4.084426229508197
"Falcon Road, Clapham Junction",17031,46.53278688524591,0.5240596167494677,0.2141234918381831,BikePoints_638,51.466633,-0.169821,28.0,0.1717557251908397,6,1.6618852459016398
"Falkirk Street, Hoxton",9002,24.595628415300546,0.4616985845129059,0.2579794615598113,BikePoints_96,51.53095,-0.078505,26.0,0.1717557251908397,6,0.9459857082807902
"Fanshaw Street, Hoxton",14936,40.80874316939891,0.4662596662596662,0.25006105006105,BikePoints_31,51.529537,-0.083353,36.0,0.1679389312977099,7,1.1335761991499698
"Farm Street, Mayfair",5087,13.898907103825136,0.5128510233222275,0.1623036649214659,BikePoints_382,51.509351,-0.147449,15.0,0.5954198473282443,12,0.9265938069216758
"Farringdon Lane, Clerkenwell",8414,22.989071038251367,0.489339953271028,0.1712908878504672,BikePoints_72,51.52352,-0.10834,16.0,0.1946564885496183,7,1.4368169398907105
"Farringdon Street, Holborn",9546,26.081967213114755,0.655018492539217,0.0816222420609616,BikePoints_835,51.516785,-0.104947,25.0,0.2862595419847328,9,1.0432786885245902
"Fashion Street, Whitechapel",7175,19.603825136612024,0.3704824072599904,0.2873746218754975,BikePoints_236,51.51838,-0.073438,30.0,0.2671755725190839,10,0.6534608378870674
"Fawcett Close, Battersea",4467,12.204918032786884,0.4742268041237113,0.2605182502089718,BikePoints_642,51.469161,-0.174485,36.0,0.2099236641221374,5,0.3390255009107468
"Felsham Road, Putney",6495,17.74590163934426,0.4709665216568943,0.2842822016266313,BikePoints_693,51.464786,-0.215618,18.0,0.183206106870229,6,0.9858834244080144
"Ferndale Road, Brixton",11808,32.26229508196721,0.4561347404327897,0.2803539068329602,BikePoints_832,51.464019,-0.115781,30.0,0.1717557251908397,2,1.0754098360655735
"Finlay Street, Fulham",9142,24.97814207650273,0.5110691144708424,0.2622840172786177,BikePoints_615,51.476885,-0.215895,24.0,0.1870229007633587,1,1.0407559198542804
"Finnis Street, Bethnal Green",6049,16.527322404371585,0.4876618122977346,0.2127831715210356,BikePoints_722,51.524583,-0.058631,19.0,0.1793893129770992,7,0.869859073914294
"Finsbury Circus, Liverpool Street",20728,56.63387978142077,0.6367423575661562,0.0746347474036261,BikePoints_55,51.517075,-0.086685,33.0,0.1908396946564885,12,1.7161781751945686
"Finsbury Leisure Centre, St. Luke's",18234,49.81967213114754,0.4765287829493393,0.212469291547706,BikePoints_107,51.526008,-0.096317,20.0,0.1679389312977099,9,2.490983606557377
"Finsbury Library , Finsbury",7300,19.94535519125683,0.5136341100644521,0.1406379110890762,BikePoints_51,51.526717,-0.104298,29.0,0.1755725190839694,10,0.6877708686640286
"Finsbury Square , Moorgate",11221,30.65846994535519,0.543752720940357,0.0962124510230735,BikePoints_140,51.520962,-0.085634,33.0,0.1984732824427481,13,0.929044543798642
"Fire Brigade Pier, Vauxhall",8299,22.674863387978142,0.4799350840956034,0.2331071112422543,BikePoints_387,51.493699,-0.121394,30.0,0.1870229007633587,7,0.7558287795992714
"Fisherman's Walk West, Canary Wharf",8248,22.53551912568306,0.4093721002165171,0.2653881843489019,BikePoints_448,51.50623,-0.02296,36.0,0.4923664122137404,5,0.625986642380085
"Flamborough Street, Limehouse",16732,45.71584699453552,0.4827305069670916,0.3045508449451526,BikePoints_480,51.512871,-0.038986,25.0,0.1755725190839694,2,1.8286338797814208
"Flood Street, Chelsea",19682,53.77595628415301,0.4603442879499217,0.2303599374021909,BikePoints_345,51.488023,-0.166878,33.0,0.1755725190839694,7,1.6295744328531216
"Foley Street, Fitzrovia",12001,32.7896174863388,0.5169991856677525,0.165207654723127,BikePoints_311,51.519181,-0.140485,24.0,0.1755725190839694,8,1.3662340619307831
"Ford Road, Old Ford",8433,23.040983606557376,0.5240884463318202,0.2470347049348367,BikePoints_517,51.532513,-0.033085,18.0,0.1679389312977099,3,1.280054644808743
"Fore Street Avenue, Guildhall",6890,18.825136612021858,0.676631876879533,0.0513001945869449,BikePoints_509,51.517842,-0.090075,19.0,0.2595419847328244,12,0.990796663790624
"Fore Street, Guildhall",8675,23.702185792349727,0.6352579337340976,0.1093247588424437,BikePoints_838,51.518093,-0.091401,25.0,0.2251908396946564,11,0.9480874316939892
"Fournier Street, Whitechapel",15058,41.14207650273224,0.3933439250773476,0.3058784179279204,BikePoints_508,51.519362,-0.074431,18.0,0.2137404580152671,10,2.2856709168184577
"Frampton Street, Paddington",8891,24.29234972677596,0.4153716925661487,0.2790144197116058,BikePoints_238,51.523353,-0.175116,32.0,0.183206106870229,6,0.7591359289617488
"Freston Road, Avondale",3835,10.478142076502731,0.3726668775703891,0.3135083834229674,BikePoints_741,51.512981,-0.219486,23.0,0.2671755725190839,5,0.4555713946305535
"Frith Street, Soho",12939,35.35245901639344,0.2540943414729822,0.3129351770128469,BikePoints_383,51.513103,-0.131213,18.0,0.4083969465648855,7,1.9640255009107463
"Fulham Broadway, Walham Green",22191,60.631147540983605,0.3972519253144218,0.2505401961327497,BikePoints_737,51.479932,-0.194116,26.0,0.1679389312977099,3,2.331967213114754
"Fulham Park Road, Fulham",8636,23.595628415300546,0.4931353320257775,0.2493695713084897,BikePoints_597,51.473471,-0.20782,27.0,0.1717557251908397,5,0.8739121635296498
"Furze Green, Bow",11600,31.693989071038253,0.4937601736299511,0.2740097666847531,BikePoints_499,51.519265,-0.021345,36.0,0.1793893129770992,3,0.8803885853066181
"Garnet Street, Shadwell",8693,23.75136612021858,0.5102190854286135,0.2793706807822379,BikePoints_453,51.508447,-0.055167,24.0,0.1755725190839694,5,0.9896402550091076
"Gas Holders, Battersea Park",20068,54.830601092896174,0.4216874809625343,0.2374657325616813,BikePoints_834,51.477966,-0.147857,26.0,0.1641221374045801,4,2.108869272803699
"Gascoyne Road, Victoria Park",9494,25.93989071038252,0.4308677291922081,0.3530854107069881,BikePoints_474,51.541515,-0.038557,20.0,0.1793893129770992,0,1.296994535519126
"Gauden Road, Clapham",13934,38.07103825136612,0.4708808102731054,0.3055706275999276,BikePoints_808,51.464995,-0.130908,28.0,0.1755725190839694,0,1.35967993754879
"Gaywood  Street, Elephant & Castle",9102,24.868852459016395,0.484647639659137,0.2445556607601785,BikePoints_549,51.49605,-0.104193,45.0,0.1793893129770992,9,0.5526411657559199
"George Place Mews, Marylebone",7740,21.14754098360656,0.4860111910471623,0.1547561950439648,BikePoints_403,51.516892,-0.158249,16.0,0.2213740458015267,10,1.32172131147541
"George Row, Bermondsey",13059,35.68032786885246,0.4816334319244347,0.2771682091403492,BikePoints_840,51.498585,-0.068981,22.0,0.1717557251908397,2,1.621833084947839
"George Street, Marylebone",11195,30.58743169398907,0.486875068075373,0.1918091711142577,BikePoints_400,51.517703,-0.154106,27.0,0.2022900763358778,8,1.1328678405181138
"Geraldine Street, Elephant & Castle",4369,11.937158469945356,0.55625,0.224715909090909,BikePoints_297,51.496127,-0.106,17.0,0.1946564885496183,8,0.7021857923497268
"Globe Town Market, Bethnal Green",10119,27.64754098360656,0.4376683810923341,0.2705118785206956,BikePoints_577,51.528869,-0.047548,20.0,0.1793893129770992,3,1.382377049180328
"Gloucester Avenue, Camden Town",8103,22.139344262295083,0.4695625097306554,0.3120037365716954,BikePoints_535,51.537349,-0.147154,24.0,0.1679389312977099,5,0.9224726775956285
"Gloucester Road (Central), South Kensington",7302,19.950819672131143,0.3880105401844532,0.2188735177865612,BikePoints_113,51.496462,-0.183289,19.0,0.2099236641221374,6,1.0500431406384811
"Gloucester Road (North), Kensington",12178,33.27322404371585,0.4119913077834848,0.2255037534571315,BikePoints_97,51.497924,-0.183834,18.0,0.1908396946564885,8,1.848512446873103
"Gloucester Road Station, South Kensington",21801,59.5655737704918,0.4232960893854748,0.2318994413407821,BikePoints_405,51.494185,-0.18267,15.0,0.1717557251908397,8,3.97103825136612
"Gloucester Street, Pimlico",12792,34.950819672131146,0.5038138457082166,0.2508448392391619,BikePoints_243,51.490962,-0.139625,25.0,0.1679389312977099,9,1.3980327868852458
"Gloucester Terrace, Bayswater",8943,24.4344262295082,0.485255794815526,0.2297352900836648,BikePoints_176,51.517919,-0.188098,23.0,0.183206106870229,5,1.0623663578047045
"Godliman Street, St. Paul's",12369,33.795081967213115,0.4954006541291905,0.2269010629599346,BikePoints_48,51.512484,-0.099141,25.0,0.3625954198473282,8,1.3518032786885246
"Golden Lane, Barbican",10201,27.87158469945356,0.4041581540680207,0.2305011416897007,BikePoints_54,51.521747,-0.094475,27.0,0.1946564885496183,9,1.0322809147945764
"Golden Square, Soho",14186,38.759562841530055,0.4473125884016973,0.248055162659123,BikePoints_129,51.511897,-0.137043,18.0,0.2633587786259542,9,2.15330904675167
"Goldsmith's Row, Haggerston",16560,45.24590163934426,0.4836132277872308,0.2766146334245765,BikePoints_534,51.531864,-0.066035,27.0,0.1679389312977099,5,1.6757741347905282
"Good's Way, King's Cross",17305,47.28142076502732,0.4219136251272357,0.2314235858659299,BikePoints_804,51.534667,-0.125078,27.0,0.1755725190839694,4,1.7511637320380489
"Goswell Road (City Uni), Finsbury",6317,17.259562841530055,0.5706408062369271,0.1563034797490017,BikePoints_344,51.528246,-0.101026,17.0,0.3053435114503817,9,1.0152684024429444
"Gower Place , Euston",10945,29.90437158469945,0.4940802455601841,0.1386757290067967,BikePoints_65,51.525227,-0.135188,17.0,0.1984732824427481,8,1.759080681452909
"Grafton Street, Mayfair",5430,14.836065573770492,0.5480680772769089,0.1432842686292548,BikePoints_53,51.509992,-0.143495,18.0,0.6870229007633588,9,0.8242258652094718
"Graham Street, Angel",14181,38.74590163934426,0.5214823690516946,0.2439233139335843,BikePoints_326,51.532661,-0.099981,26.0,0.1717557251908397,6,1.4902269861286257
"Granby Street, Shoreditch",13733,37.52185792349727,0.440589138881359,0.280654197162736,BikePoints_486,51.525645,-0.069543,37.0,0.1679389312977099,8,1.014104268202629
"Grant Road East, Clapham Junction",10563,28.86065573770492,0.5166666666666667,0.2079861111111111,BikePoints_735,51.464894,-0.173029,28.0,0.2213740458015267,5,1.0307377049180328
"Great Dover Street, The Borough",14161,38.69125683060109,0.4924709948160948,0.2252118818398749,BikePoints_61,51.497382,-0.089446,33.0,0.1717557251908397,7,1.172462328200033
"Great Percy Street, Clerkenwell",8789,24.01366120218579,0.4766748033631678,0.2179278546243558,BikePoints_227,51.528915,-0.11548,23.0,0.1679389312977099,10,1.0440722261819908
"Great Russell Street, Bloomsbury",11905,32.52732240437158,0.399545266639107,0.225713104588673,BikePoints_15,51.517727,-0.127854,26.0,0.1908396946564885,10,1.2510508617065992
"Great Suffolk Street, The Borough",7874,21.51366120218579,0.5365438216165995,0.2146175286466398,BikePoints_645,51.501732,-0.100292,21.0,0.1793893129770992,10,1.0244600572469424
"Great Titchfield Street, Fitzrovia",9325,25.47814207650273,0.4900872323552735,0.1649484536082474,BikePoints_81,51.520253,-0.141327,19.0,0.1717557251908397,10,1.3409548461317229
"Great Tower Street, Monument",21271,58.11748633879781,0.5305197480722821,0.2164341632821237,BikePoints_199,51.510484,-0.082989,24.0,0.1679389312977099,4,2.421561930783242
"Green Park Station, Mayfair",21420,58.52459016393443,0.4344703770197486,0.2516939827416459,BikePoints_541,51.506613,-0.142844,28.0,0.183206106870229,7,2.0901639344262297
"Green Street, Mayfair",15706,42.91256830601093,0.3926217649895515,0.2971387236778653,BikePoints_138,51.512276,-0.157436,19.0,0.1870229007633587,7,2.2585562266321544
"Greenberry Street, St.John's Wood",4914,13.42622950819672,0.5072749691738594,0.2461159062885326,BikePoints_590,51.53256,-0.16862,26.0,0.1984732824427481,4,0.5163934426229507
"Greenland Road, Camden Town",15110,41.28415300546448,0.431013230339387,0.3033938696688306,BikePoints_572,51.539099,-0.141728,36.0,0.1793893129770992,7,1.1467820279295688
"Grenfell Road, Avondale",4748,12.972677595628417,0.4020153805356669,0.2434367541766109,BikePoints_754,51.5129,-0.214762,24.0,0.2061068702290076,8,0.540528233151184
"Greycoat Street , Westminster",4286,11.710382513661202,0.4846554719166184,0.1876085697741748,BikePoints_353,51.494591,-0.134234,17.0,0.3473282442748092,14,0.6888460302153648
"Greyhound Road, Hammersmith",11439,31.25409836065574,0.4594509967644296,0.2536269700448805,BikePoints_635,51.486062,-0.214428,37.0,0.1755725190839694,5,0.8447053610988038
"Grosvenor Crescent, Belgravia",4651,12.707650273224044,0.4120762711864407,0.2473516949152542,BikePoints_207,51.501352,-0.153194,18.0,0.5381679389312977,8,0.7059805707346691
"Grosvenor Road, Pimlico",5571,15.221311475409836,0.461840888066605,0.2530064754856614,BikePoints_245,51.485357,-0.142207,29.0,0.2022900763358778,4,0.5248728094968909
"Grosvenor Square, Mayfair",11364,31.049180327868854,0.4759305752647091,0.22923261652658,BikePoints_348,51.51217,-0.150481,17.0,0.2022900763358778,10,1.82642237222758
"Grove End Road, St. John's Wood",10205,27.882513661202186,0.4981926959990028,0.2538950517262869,BikePoints_312,51.530889,-0.17677,20.0,0.1679389312977099,4,1.3941256830601092
"Guildhouse Street, Victoria",7356,20.098360655737704,0.4183273718276273,0.256004087889627,BikePoints_161,51.492345,-0.141334,16.0,0.232824427480916,10,1.2561475409836065
"Guilford Street , Bloomsbury",15021,41.040983606557376,0.5109011627906976,0.1689276485788113,BikePoints_57,51.523346,-0.120202,32.0,0.1755725190839694,9,1.282530737704918
"Gunmakers Lane, Old Ford",9329,25.489071038251367,0.4509699707680042,0.3240765346797767,BikePoints_459,51.535179,-0.03338,17.0,0.183206106870229,3,1.4993571198971392
"Gwendwr Road, West Kensington",7192,19.650273224043715,0.5081855388813097,0.2634720327421555,BikePoints_770,51.491026,-0.209121,30.0,0.1755725190839694,4,0.6550091074681238
